player_id,player_name,team,position,role,age,projected_games,minutes,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,fta,fantasy_points,consistency,offense_projection_raw,offense_recent_blend,offense_baseline_score,offense_trend,offense_availability_factor,offense_history_seasons,offense_baseline_sample_size,offense_age_band,defense_projection_raw,defense_recent_blend,defense_baseline_score,defense_trend,defense_availability_factor,defense_history_seasons,defense_baseline_sample_size,defense_age_band,offense_projection_z,defense_projection_z,advanced_projection_raw,advanced_projection_z,offense_projection_band,defense_projection_band,advanced_projection_band,offense_wins_component,defense_wins_component,strict_wins,strict_wins_gap_from_baseline
1642275,Tidjane Salaün,CHA,F,Rotation,20,45,19.209462720728272,6.983354965956581,4.233721838309953,1.0748284026345931,0.549773471708455,0.3649561033891249,0.9215283641894948,0.4416618055444023,0.3507098328818038,0.7017511012192479,1.489114450927103,15.498724136983656,63,-0.0276,0.1324,-0.2397,-0.5966,0.8222,6,907,21-23,0.8636,0.672,0.0826,3.2298,1.15,7,653,21-23,-0.3120114935246214,1.1790997130115792,0.37344,0.7765964251552363,average,above,above,-0.062,1.578,7.516,1.516
1631096,Chet Holmgren,OKC,C,Starter,23,61,30.006434478517136,16.32777432451168,8.868717296768057,2.1416740594698025,0.7281453145626258,1.8344061522838584,1.847331615087283,0.5320277844801553,0.367657892745426,0.7442196345559756,4.249529128234436,36.02306895529022,68,0.4177,1.0635,0.1015,-1.5968,0.75,9,4716,21-23,0.3182,1.3217,-0.1771,-4.0707,0.9559,8,325,21-23,0.3400924140396918,0.378288282114969,0.372925,0.6187848339152839,average,above,above,0.933,0.581,7.514,1.514
1626157,Karl-Anthony Towns,NYK,C,Starter,30,69,32.27254846591186,19.593228903883688,10.775152601393572,2.9263442265186166,0.8289210873531527,0.9667799860762284,2.380589682182925,0.5132486975497699,0.3888794849146959,0.8120169966051778,5.129855292620358,39.91944190343912,73,0.8674,1.4678,0.173,1.592,0.75,33,4542,28-31,-0.2345,-0.5648,0.0295,1.0156,1.0263,26,436,28-31,1.1426292184267242,-0.4509126996754632,0.371545,0.6148727695650736,above,below,above,1.937,-0.428,7.509,1.509
1630568,Luka Garza,BOS,C,Rotation,27,56,15.479539401405464,6.780127440338294,4.188549647551018,0.8340413633885017,0.396488391238361,0.5659464633813912,0.7449360697285237,0.5442656869285676,0.3699663774111773,0.7047904373763635,1.6425327678083153,15.199817556613,57,0.8426,1.2576,0.0582,1.9048,0.8241,15,1309,24-27,-0.2062,-0.3216,0.1525,-0.3204,1.15,26,236,24-27,1.0983710179624184,-0.4084549689270115,0.3706400000000001,0.6123072491035229,above,below,above,1.882,-0.377,7.505,1.505
1628366,Lonzo Ball,CLE,G,Rotation,28,43,21.650320226074776,7.407875030625862,3.191603306958548,3.102136191546953,1.0675321749536044,0.2773491441613072,1.2718077394045135,0.3909115451217855,0.3310495718397577,0.7896650048963949,1.1397523992787966,18.65383950423677,70,-0.3625,-0.5625,0.0276,-0.6517,0.855,21,901,28-31,1.2657,1.7553,0.1577,0.0874,1.1411,16,441,28-31,-1.0362912649159324,1.714328516370648,0.37019,0.6235259551765813,below,elite,above,-0.81,2.313,7.503,1.503
201939,Stephen Curry,GSW,G,Starter,38,55,31.32057658674409,21.05115654610404,3.8059996132352776,5.611138729297082,1.120724554132643,0.3524483414608704,2.5919762203470222,0.4557799792384221,0.3921586711252176,0.9005225544669768,4.070197914808517,35.86260664236551,73,0.593,1.1428,0.0832,0.2704,0.75,48,2897,32+,0.0886,-0.0521,0.0155,1.22,0.929,40,933,32+,0.7619603169498289,0.0293867809460311,0.36602,0.6125125483555954,above,average,above,1.324,0.162,7.486,1.486
1642278,Tyler Kolek,NYK,G,Bench,25,50,10.962546861097476,3.8631541256069686,1.3454725461910948,1.8821407481274808,0.4020258338580583,0.0896460126763556,0.6998242345585117,0.4066459513452801,0.3488029477333755,0.7463257836786635,0.5839999774359634,9.076123608272232,51,-0.0513,0.4541,-0.8032,-1.4345,1.0442,6,637,24-27,0.8741,0.8711,0.3726,1.2569,1.15,8,152,24-27,-0.4506126754061208,1.1537787044665788,0.36513,0.6101619651252171,below,above,above,-0.115,1.597,7.482,1.482
1628398,Kyle Kuzma,MIL,F,Rotation,30,65,25.920234546407087,12.651790087620096,4.904944472623079,2.305301833684052,0.6177182158144054,0.4351074524174195,1.6708127480883712,0.4654159353357446,0.3388677985265678,0.7185022363889072,2.508072704492811,23.483340461900973,69,0.2759,0.5293,0.0276,-1.0787,1.1352,27,901,28-31,0.4642,0.6286,0.0602,0.0846,1.15,29,343,28-31,0.2650967914815651,0.6219757682408683,0.360635,0.7423215153646817,average,above,above,0.616,0.848,7.464,1.464
1641869,Malachi Smith,BKN,G,Rotation,26,30,22.37177694000584,8.921072310898682,2.849554662703856,2.7836217708732254,0.8097467058596108,0.2650457593836313,1.2071995964156788,0.4456036336993379,0.3727215770711178,0.8154433546319034,1.4475956867627535,18.53314836176719,61,0.5903,0.9029,0.0582,1.6307,0.7721,3,1309,24-27,0.0641,0.0744,0.0744,0.0,0.958,0,913,24-27,0.7568789153056243,-0.0056833681644124,0.35351,0.579472327892638,above,average,above,1.318,0.117,7.435,1.435
203110,Draymond Green,GSW,F,Rotation,36,64,25.11351053671869,8.002663785278585,5.18505451850352,4.02118282570521,0.8803244586721198,0.6226472816764826,1.9419501566650967,0.4404337808292528,0.3423437197180207,0.7213283621173832,1.473155903125398,22.823468510421336,77,-0.0418,0.0549,-0.0177,-0.6776,1.1449,42,610,32+,0.8187,1.0121,0.0742,0.8245,1.15,34,283,32+,-0.3390129355249108,1.1164686035468698,0.345425,0.7016091859687946,average,above,above,-0.093,1.496,7.403,1.403
1630183,Jaden McDaniels,MIN,F,Starter,25,72,32.17589622037039,14.882154131049164,5.417310506860532,2.5227789727452627,1.1115665577732452,0.8391396346729085,1.7211595074523882,0.4845968785922405,0.3636828444238211,0.7936453113956791,2.905948625938395,29.298054268285767,60,0.5562,0.8169,0.1699,1.682,0.75,18,6780,24-27,0.087,0.4251,-0.0596,-1.5398,1.0465,19,1588,24-27,0.7980900444872788,0.0958186526486996,0.34506,0.7006321971305635,above,average,above,1.242,0.159,7.401,1.401
1629014,Anfernee Simons,CHI,G,Rotation,26,56,26.265630613655365,13.798252866788214,2.694292632816067,3.275241708261033,0.685601204549346,0.16603822938196,1.5539885134622655,0.4325845014745467,0.3736746420997196,0.8671175534863945,2.038639831459916,22.945196376890696,72,0.494,0.5588,0.0582,0.8076,1.0774,24,1309,24-27,0.1561,0.1665,0.0744,0.1353,1.15,26,913,24-27,0.5756422566623246,0.126008620331947,0.341945,0.5489279514214866,above,average,above,1.103,0.285,7.388,1.388
1628978,Donte DiVincenzo,MIN,G,Starter,29,73,30.48810335115204,14.19726872612669,3.919941185989832,4.042585642124953,1.2411563555583758,0.3523481709255308,1.7125942197043678,0.4331203919512047,0.3844843420228408,0.7974886084934156,2.1210970125679003,28.03299597224927,69,0.4619,0.6556,0.173,1.4647,0.75,24,4542,28-31,0.1938,0.3379,-0.0817,0.0601,1.0521,26,1495,28-31,0.5152300371145581,0.179973706922303,0.341255,0.5471055891417553,above,average,above,1.032,0.354,7.386,1.386
1631105,Jalen Duren,DET,C,Starter,22,68,29.370289361939705,15.885929589279366,10.18131763546113,2.2358903380179456,0.7539391830439155,1.0885720530626806,1.9527253129912057,0.5954461558984658,0.3530757373425663,0.719097310584444,4.586316078341167,35.03215465418822,63,0.451,1.291,0.1015,-2.6323,0.75,12,4716,21-23,0.2062,0.3379,-0.1771,0.5493,1.0082,10,325,21-23,0.3995197557921672,0.2102576869267504,0.34084,0.5278293377728952,above,average,above,1.007,0.377,7.384,1.384
1627936,Alex Caruso,OKC,G,Rotation,32,56,20.82643936897755,7.470698249931324,2.768933980539181,2.4764570024570847,1.1848829812925386,0.3847538931502055,0.991177864738338,0.4331152931166882,0.3462202362887213,0.8005167237579729,1.1644439743758368,18.225837288853864,73,0.2154,0.5024,-0.0177,-1.0114,0.9745,27,610,32+,0.4752,0.5457,-0.0463,0.9969,1.15,38,315,32+,0.0513168870047619,0.5827794195622549,0.33231,0.523480907124077,average,above,above,0.481,0.868,7.349,1.349
1631466,Nate Williams,GSW,G,Rotation,27,31,17.334037577888218,7.417598048296458,2.1158257480490508,1.7378993559214044,0.6051006051257555,0.1425434657266786,1.006459866115185,0.4512225567730522,0.3682656076120464,0.8014817465017211,1.2287361302396154,13.799910326279544,46,-0.1958,-0.3436,0.0582,-0.5234,0.75,6,1309,24-27,0.9768,1.8438,0.0744,-1.2494,0.9733,5,913,24-27,-0.7225617634015186,1.300787043798928,0.33187,0.522318821032654,below,elite,above,-0.437,1.785,7.348,1.348
1642864,Hugo González,BOS,G,Bench,20,62,13.139374764538577,4.130121334788472,2.355039348536835,0.9254769392433292,0.5120844327475962,0.1985640576057135,0.6075154907715505,0.4348111212415089,0.3407135900569955,0.68024260575609,0.6145605268447452,9.868813942186046,58,-0.4443,-0.2695,-0.9598,0.2877,1.15,3,534,21-23,1.2763,1.7003,0.3161,-0.0524,1.15,6,124,21-23,-1.190238914729244,1.729501723740881,0.32997,0.5173007220015096,below,elite,above,-0.992,2.332,7.34,1.34
1630631,Jose Alvarado,NYK,G,Rotation,28,62,21.40948364516216,8.452682433636818,2.491161833093892,3.122879808480938,0.9776510884799692,0.1932544168358417,1.170389817425039,0.4161731943798709,0.3611343929273734,0.7882574634867295,1.1864275983943742,18.46872304459329,62,0.6404,0.7304,0.0276,1.5478,1.0062,15,901,28-31,-0.058,-0.131,0.1577,-0.192,1.15,24,441,28-31,0.8511671458147552,-0.1804615398536025,0.32612,0.5071324687015586,above,average,above,1.43,-0.106,7.324,1.324
1630696,Dru Smith,MIA,G,Rotation,28,47,19.616069370792506,7.303343358232409,2.570385371511014,2.375224708574759,1.1618507926452069,0.2835531253343962,1.0648977556134256,0.4408205395717356,0.3792102000829686,0.8089574823670538,1.4075950400640622,17.221956865233146,64,0.1933,0.5117,0.0276,-1.0968,0.841,6,901,28-31,0.4828,0.6911,0.1577,-0.4209,1.15,5,441,28-31,0.0097246735466423,0.5936583229597802,0.323575,0.500410857104578,average,above,above,0.432,0.882,7.314,1.314
203932,Aaron Gordon,DEN,F,Rotation,30,47,25.895541135376373,12.485219361912428,5.091275467403564,2.357720113336728,0.6037931724040764,0.3850814391007306,1.1531624667843534,0.5012947726256503,0.383083104742658,0.7557602723672401,3.1323338012951267,23.944791460531867,68,0.4648,0.6732,0.0276,0.2687,0.9862,36,901,28-31,0.1481,0.2713,0.0602,-0.5205,1.15,40,343,28-31,0.6242920304854156,0.1810471780004533,0.322285,0.639670770306676,above,average,above,1.038,0.271,7.309,1.309
1630590,Scotty Pippen Jr.,MEM,G,Rotation,25,35,21.865513790346064,10.075060162436008,2.673131115374175,3.624243332878213,1.2673716852651995,0.3268265260997163,1.833157079407912,0.4515829008698285,0.3607761314021834,0.7718498612137483,1.997134730245171,21.66862005488917,78,0.3394,0.9195,0.0582,-1.8868,0.8014,6,1309,24-27,0.2962,0.3107,0.0744,0.7764,1.0343,7,913,24-27,0.2846849625163835,0.3265526158573815,0.31996,0.4908632634216371,average,average,above,0.758,0.541,7.299,1.299
1630558,Davion Mitchell,MIA,G,Starter,27,70,28.57792889704711,11.679628452281708,2.928072224588454,4.982954940801092,0.9710420308302752,0.2196469652161444,1.7091532342035138,0.4624145257075652,0.378813463211977,0.7834435092410502,2.036048373281669,24.53066128692524,67,0.9597,1.4347,0.1699,3.0461,0.75,15,6780,24-27,-0.4679,-0.6147,-0.0093,-0.8081,1.0342,21,2254,24-27,1.4520899402571807,-0.7672066059911868,0.31728,0.4837851026829701,elite,below,above,2.143,-0.855,7.288,1.288
1642354,KJ Simpson,DEN,G,Bench,23,24,13.863193372945473,4.855215552521847,1.8098751183836992,1.788899454637541,0.6254875797593398,0.0907901785964137,0.9537123298541972,0.3708872975435967,0.3009046202542615,0.7355637808072036,0.918782256621627,10.905535821751664,65,-0.4355,-0.336,-0.9598,-0.3685,0.8795,6,534,21-23,1.2328,1.5838,0.3161,0.2688,1.15,7,124,21-23,-1.1736773093703547,1.6672343161366234,0.3152349999999999,0.4783840434626062,below,elite,above,-0.973,2.253,7.28,1.28
1630598,Aaron Wiggins,OKC,G,Rotation,27,64,21.34579546906732,9.341413206940455,2.933665691785378,1.9700537749574771,0.8254752452946039,0.2807734775666925,1.097962782682007,0.4534446433075199,0.372662062877669,0.7900450500689303,1.291483282639648,18.037676085421005,56,0.1507,0.0936,0.0582,0.7132,1.0277,15,1309,24-27,0.515,0.3454,0.0744,2.1829,1.15,23,913,24-27,-0.0704485523952534,0.639750518933506,0.314635,0.4767993806106659,average,above,above,0.337,0.941,7.278,1.278
1628374,Lauri Markkanen,UTA,F,Starter,28,52,33.252488187655835,20.865253993488,6.828579105026168,2.329585405218105,0.9611290651539944,0.5219988349773647,1.667430960354165,0.4666622170697495,0.3608602020758001,0.8512209904952742,4.881375277944704,35.335879767386466,68,0.52,1.2424,0.173,-1.5741,0.75,27,4542,28-31,0.0626,0.019,-0.0316,0.6824,0.8925,21,1195,28-31,0.7292553824865409,0.0617830385966081,0.31417,0.6179494979169571,above,average,above,1.161,0.114,7.275,1.275
1626181,Norman Powell,MIA,G,Starter,32,61,30.89283349888097,18.602865958345298,3.4338759551217604,3.163572757582382,1.0653048027643837,0.2500201035325258,1.8349521737516403,0.465523505279429,0.3933960569294423,0.8262811599271642,4.118028000865391,29.57989878600407,71,0.7504,1.2813,0.0832,1.4688,0.75,33,2897,32+,-0.2255,-0.566,0.0155,1.0389,0.9758,46,933,32+,1.0581872128008711,-0.420226844996431,0.311245,0.4678460354972026,above,below,above,1.676,-0.412,7.264,1.264
203994,Jusuf Nurkić,UTA,C,Rotation,31,50,23.49401534598123,9.08401512331801,8.321651641958443,2.8442329143151923,0.858144908655552,0.7840283766923262,1.813376818873584,0.4982605075457291,0.327193838398773,0.6230454081182866,2.389770113819316,26.449489502310986,70,0.5964,0.7192,0.0276,1.4989,0.9554,33,901,28-31,-0.0454,-0.1377,0.1167,0.0816,1.15,37,212,28-31,0.6590013020627354,-0.167211042978212,0.30759,0.4335712655667419,above,average,above,1.332,-0.083,7.249,1.249
1629111,Jock Landale,ATL,C,Rotation,30,61,19.24694824845474,7.740451960934019,5.185694070751893,1.2819676683076355,0.4825463649441985,0.6444610115328402,0.8921313164332956,0.5234662193180969,0.3736284639987812,0.671417686564521,1.6195331695651194,18.375127161295563,62,0.6703,0.8352,0.0276,1.5732,0.9479,15,901,28-31,-0.1402,-0.2641,0.1167,0.0153,1.15,26,212,28-31,0.7908836010269376,-0.3094369396196684,0.305575,0.4278590846495871,above,average,above,1.497,-0.256,7.241,1.241
1631200,Kris Murray,POR,F,Rotation,25,58,20.872619826789418,6.556308920325495,3.743220413986739,1.2615273268259963,0.7228869947668041,0.4097791639220537,0.8653129530697703,0.4539612915895218,0.2964695844145139,0.6752403028921986,1.2888628825235928,15.473149930345375,62,-0.2072,-0.3325,0.0582,-0.1261,0.9672,9,1309,24-27,0.9299,1.2369,0.1733,0.1447,1.15,16,714,24-27,-0.6535226895282823,1.271581729882631,0.3044949999999999,0.5920526019994546,below,elite,above,-0.463,1.699,7.236,1.236
1628960,Grayson Allen,PHX,G,Starter,30,58,30.30618349354716,15.115190144847316,3.480714299481506,3.815965359403996,1.1444548158861456,0.3194740558749394,1.6779598465123298,0.4375603554136609,0.380992564807151,0.8411576424545893,2.9892842817843324,27.72982211210204,66,0.6563,1.1334,0.173,0.9518,0.75,24,4542,28-31,-0.1284,-0.1898,-0.0817,0.0163,0.9387,27,1495,28-31,0.8810909554972938,-0.2812345397464689,0.303185,0.4465587311861367,above,average,above,1.466,-0.235,7.231,1.231
1630182,Josh Green,CHA,G,Rotation,25,58,21.569300127084983,7.160246811082505,2.4118794193956923,1.8388699568165552,0.8001875720518412,0.1823982243848246,0.976601773474228,0.4412236599391533,0.3858533828175542,0.7782889028432929,1.1267584192540183,14.783962665417938,66,0.1125,0.0259,0.0582,0.8297,0.9836,18,1309,24-27,0.5298,0.7456,0.0744,-0.0897,1.15,30,913,24-27,-0.1423409756577046,0.6609357518655291,0.300285,0.438899527401758,average,above,above,0.251,0.968,7.219,1.219
1630549,Day'Ron Sharpe,BKN,C,Rotation,24,60,19.270671920713617,8.082416136371519,6.380083482149463,1.623337321489867,0.734231928097557,0.76550824734815,1.31768516830053,0.5539755548572483,0.2814593371459071,0.6731861855950957,2.094395975957606,21.355057655222268,66,0.6976,0.9511,0.0582,1.0457,0.946,15,1309,24-27,-0.1909,-0.3655,0.1525,0.0757,1.15,24,236,24-27,0.8396033136348228,-0.3855007894057639,0.297775,0.4057474165831811,above,below,above,1.558,-0.349,7.209,1.209
203903,Jordan Clarkson,NYK,G,Rotation,33,58,22.08706917267841,10.52165294900143,2.450795534580892,2.726258377505439,0.6473299539412154,0.1698800272883411,1.4448898392497571,0.4241815080079492,0.3417323738737644,0.8207749096828707,2.0166209729270315,18.55873526119557,70,0.1297,0.1519,-0.0177,0.3267,1.0216,36,610,32+,0.5024,0.4147,-0.0463,2.0194,1.15,48,315,32+,-0.1099705651835119,0.621714442248135,0.297415,0.4313195567599763,average,above,above,0.29,0.918,7.208,1.208
1641796,Pelle Larsson,MIA,G,Rotation,25,63,21.697088770200267,8.74918662554727,2.698891438913591,2.526255359525925,0.7286124883742686,0.2101799882871912,1.117141764228695,0.4572179962259984,0.3467498733541503,0.7823852968829565,2.065577425980095,17.47647505728815,58,0.3682,0.837,0.0582,-2.0029,1.0277,6,1309,24-27,0.2066,0.2671,0.0744,-0.0297,1.15,8,913,24-27,0.3388865800545666,0.1982960705391878,0.29548,0.4262090190624686,average,average,above,0.822,0.377,7.199,1.199
1631120,JD Davison,HOU,G,Scrub,23,20,6.15255481687093,2.034732673730255,0.8650918253907928,0.7823890593102547,0.2290617923984227,0.0927126477115879,0.3838985453676758,0.363140690274516,0.2560856878256208,0.6930780856285107,0.469041532205717,4.827851228126945,40,-0.0259,0.8283,-1.7014,-1.4159,0.9098,6,195,21-23,0.6868,1.0619,0.3161,-0.7378,1.0434,5,124,21-23,-0.4028098599384177,0.8856709931038816,0.294815,0.4244526844015679,below,above,above,-0.058,1.255,7.197,1.197
1642345,Oso Ighodaro,PHX,F,Rotation,23,70,20.613043262809327,6.699010643128052,4.416244880725944,1.5730204707618327,0.6953233666979759,0.5649008719164424,1.000084733141817,0.5381787268288102,0.340042582464554,0.6100598090753484,1.4278850675994117,17.13862318884337,63,0.0324,0.3893,-0.2397,-1.6257,1.0603,6,907,21-23,0.6109,0.7442,0.0826,0.5995,1.15,10,653,21-23,-0.1979208935233983,0.8266079232179921,0.292725,0.5605480578186796,average,above,above,0.072,1.116,7.188,1.188
1631245,Quenton Jackson,IND,G,Rotation,27,44,19.101608647080965,8.353856391478056,2.3197359933389388,2.535308355951776,0.7499696395682117,0.1726118193674222,1.0889387241339732,0.4504137055218246,0.3627604859980753,0.8095640944482195,1.824101272071633,16.61930777008537,51,0.3434,0.8784,0.0582,-1.6183,0.8105,6,1309,24-27,0.2303,0.4143,0.0744,-0.7059,1.15,7,913,24-27,0.2922129649522422,0.2322210719235761,0.292505,0.4183517324215974,average,average,above,0.767,0.421,7.188,1.188
1631342,Daeqwon Plowden,SAC,G,Rotation,27,37,23.55735547952173,9.70781269209686,2.8160697161155106,2.0933192522749318,0.7923559925788299,0.2114285943548636,1.0453299108889902,0.4337721712906023,0.3478334093397306,0.8290197296502257,1.5776236754099946,18.19309907975996,66,0.1104,0.1358,0.0582,0.259,0.8575,3,1309,24-27,0.5113,0.3465,0.0744,2.4989,1.0649,3,913,24-27,-0.1462931769365305,0.6344542107005002,0.290805,0.4138618543410995,average,above,above,0.247,0.934,7.181,1.181
1642883,Sion James,CHA,G,Rotation,23,74,21.98961058033729,7.192467667968041,3.08773803173182,2.2373911127267307,0.7194560004822559,0.2463122792271183,1.0359059733206957,0.4127052055691131,0.3538521216826227,0.8061998464377951,1.454029820544306,16.11523884094375,69,-0.184,-0.1678,-0.2397,0.0548,1.1256,3,907,21-23,0.8674,1.1503,0.1139,0.299,1.15,4,799,21-23,-0.7003541562157353,1.1441880922608656,0.28913,0.4094380038794326,below,above,above,-0.411,1.585,7.174,1.174
1630249,Vít Krejčí,POR,G,Rotation,25,56,21.701655093650288,8.133535029190485,2.508527340071308,2.2407661694134453,0.7322856948862524,0.2864193745083848,0.9552343887566874,0.4497785895792935,0.3902331308143196,0.7779560780118151,1.1082958400461052,16.605797910823448,67,0.4833,0.5193,0.0582,1.4597,0.9702,15,1309,24-27,0.0507,0.0323,0.0744,0.0235,1.15,19,913,24-27,0.5555048501464024,-0.0248645925758386,0.28863,0.4081174515028158,above,average,above,1.079,0.093,7.172,1.172
1641717,Cason Wallace,OKC,G,Rotation,22,69,23.853492801880545,8.27245247456184,2.8448220975342977,2.3729140251151057,1.3142636971208432,0.3517944686876196,0.9981386021970022,0.4440149691456166,0.3602707485741165,0.7865322077487329,1.0728910746749944,19.24564592450404,66,-0.0427,0.1999,-0.2397,-1.0787,1.1286,9,907,21-23,0.6876,1.1271,0.1139,-1.1253,1.15,9,799,21-23,-0.4344274701690245,0.8868161408299369,0.285935,0.4009996741928501,below,above,above,-0.095,1.256,7.161,1.161
1630559,Austin Reaves,LAL,G,Starter,27,61,33.799961437246175,19.495916622052885,4.330445575036813,5.271047397100336,1.1027524515054057,0.3392773406993781,2.4539298191743524,0.468560732192447,0.3668823598595266,0.8575800975199068,5.027584378430148,34.471181965187554,64,1.0223,1.676,0.1699,2.312,0.75,15,6780,24-27,-0.6249,-1.2498,-0.0093,1.0547,0.9655,13,2254,24-27,1.5699031783783703,-0.9919418472295396,0.28106,0.3881242885208341,elite,below,above,2.283,-1.142,7.141,1.141
1642281,Jaylon Tyson,CLE,G,Rotation,23,61,20.7538830785725,9.102143241015666,3.3225345850060006,2.058384964379554,0.6935100366128956,0.2627894172111043,1.185477558373604,0.4598723225642546,0.396369275897227,0.7684728029780844,1.4228837646010146,17.86018299269059,60,0.171,0.5455,-0.2397,-1.2192,0.9898,6,907,21-23,0.4085,0.5395,0.1139,-0.0268,1.15,9,799,21-23,-0.0322439400332702,0.4873027279023941,0.277875,0.3797123698817838,average,above,above,0.382,0.746,7.128,1.128
1630545,Terrence Shannon Jr.,MIN,G,Bench,25,40,11.735115182161252,4.62799319219585,1.3711581497824852,1.1535437874552308,0.3839652335297578,0.0900429911552553,0.598610774036387,0.4314197754412121,0.3615404137441916,0.7820649770995154,1.0079731820780995,8.827112553136331,48,-0.1063,0.2001,-0.8032,-0.3984,0.9612,6,637,24-27,0.7462,0.6521,0.3726,1.4582,1.15,9,152,24-27,-0.5541227088991789,0.9706982117634876,0.277325,0.3782597622675052,below,above,above,-0.237,1.363,7.126,1.126
1629029,Luka Dončić,LAL,F,Starter,27,63,34.87267688981311,25.898214290715604,7.621641412172526,6.1845044048392985,1.411069318616777,0.5677823510628697,3.105950917058696,0.4705297392165338,0.3673406797221987,0.7811699444609708,7.150506870183388,47.15154468456183,68,1.5888,2.753,0.1699,2.865,0.75,24,6780,24-27,-1.3278,-1.9911,-0.0596,-1.4496,0.9781,17,1588,24-27,2.761589270508327,-1.877689001486508,0.2763299999999999,0.5166638605507262,elite,poor,above,3.548,-2.426,7.122,1.122
1630639,A.J. Lawson,TOR,G,Bench,25,29,11.927212053696044,4.897453480131233,1.810515247160701,0.9881267378515995,0.4659677370091134,0.1356907240541983,0.52380289323692,0.4179889240189082,0.3496058718790861,0.7279849055581885,1.0179008045708875,9.833434373454487,65,-0.1897,0.1135,-0.8032,-0.9831,0.842,12,637,24-27,0.8246,1.6912,0.3726,-4.0952,1.15,13,152,24-27,-0.711081559686834,1.082922688916907,0.266735,0.3502904629307571,below,above,above,-0.424,1.507,7.083,1.083
1642449,Tolu Smith,DET,F,Bench,25,21,10.939975890802987,4.079995693599031,2.530362984858296,0.7349974538284902,0.3252558162211532,0.3431113580428767,0.5226323726184045,0.4646963798298927,0.3310626559341335,0.70145003192376,1.1302657122182609,9.701396606345403,47,0.3076,0.8808,-0.8032,0.3846,0.75,3,637,24-27,0.2166,0.2252,0.2252,0.0,1.0685,0,98,24-27,0.3253746584822113,0.2765979797450544,0.26665,0.4907535812244812,average,average,above,0.687,0.396,7.083,1.083
1629651,Nic Claxton,BKN,C,Rotation,26,66,25.322693328920906,9.982447581847518,7.014735566981706,2.1959533228816865,0.6536344078916249,1.231021853766029,1.258720813262716,0.5624219470018886,0.2689089135288803,0.6079622594568554,2.570829852353143,26.089308218258346,70,0.3703,0.8279,0.0582,-2.2709,1.1375,21,1309,24-27,0.1389,0.0713,0.1525,0.3224,1.15,16,236,24-27,0.2555021437974295,0.1092893024966869,0.26617,0.3161526384756481,average,average,average,0.827,0.254,7.081,1.081
1628381,John Collins,LAC,F,Rotation,28,61,25.618491820006835,12.688008806390982,5.811646991075004,1.3373963224332628,0.7542838602677692,0.6896497940366076,1.4415419954140651,0.5194101207103429,0.3880602864851136,0.7876739509241261,2.436176343160776,24.55833864682994,74,0.2937,0.5127,0.0276,-0.7201,1.0952,27,901,28-31,0.2287,0.2217,0.0602,0.4781,1.15,17,343,28-31,0.298943669481928,0.2934762965495752,0.26445,0.4848648813776074,average,average,above,0.656,0.418,7.074,1.074
1630173,Precious Achiuwa,SAC,F,Rotation,26,66,22.18618679807773,8.511430158387588,5.560217328582072,1.2748887696220008,0.7630289764792517,0.6414615929928592,0.9519227073273628,0.4993615633360235,0.3192097589107842,0.6402485794446291,1.7039236716840032,20.357573108208044,55,0.3944,0.4202,0.0582,0.8311,1.0638,18,1309,24-27,0.096,0.0623,0.1733,-0.059,1.15,27,714,24-27,0.4904257264839806,0.1083727725859464,0.26012,0.4732748494062602,above,average,above,0.881,0.175,7.056,1.056
1641747,DaRon Holmes II,DEN,F,Bench,23,29,10.419600269194024,3.990871460387437,2.0635309283720344,0.6625623538105209,0.2770675653519737,0.3025781224847025,0.5331542442946875,0.4693618547475425,0.3693541091364122,0.7242632371325253,0.8464960896588315,8.666734924365002,70,0.2818,0.6832,-0.9598,1.5287,0.7895,3,534,21-23,0.2287,0.4235,-0.1162,-0.2033,1.15,4,106,21-23,0.2763157004816854,0.2934762965495752,0.257905,0.4673459993331575,average,average,above,0.629,0.418,7.047,1.047
203937,Kyle Anderson,MIN,F,Rotation,32,50,20.441239245948765,6.874762081605216,3.7555855218709855,2.494462483680868,0.8024857045766235,0.4995599454848628,0.9415023828631428,0.476397121383448,0.3569690519762285,0.7334003896510454,1.522817854205564,18.08779300069301,65,0.1821,0.2443,-0.0177,0.4489,0.914,36,610,32+,0.3503,0.265,0.0742,1.234,1.15,50,283,32+,0.0867351534796531,0.463096405923933,0.25779,0.467038180932071,average,above,above,0.407,0.64,7.047,1.047
1642353,Cam Christie,LAC,G,Bench,20,41,9.701768870996904,3.3966702173345515,1.3867181450562347,0.9348096146832968,0.4078458275550021,0.0971461677819453,0.5149842035129435,0.3868184599516022,0.284118569673875,0.7412627986175053,0.7394903853431016,7.462938195924877,64,-0.2116,-0.0105,-0.9598,0.1142,0.8991,3,534,21-23,0.8252,1.0535,0.3161,-0.0937,1.15,6,124,21-23,-0.7522973730231606,1.083781549711449,0.2549599999999999,0.3191914544614265,below,above,average,-0.473,1.508,7.035,1.035
